Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.9.input_layernorm                torch.Size([1, 1, 2048])       9.943712             10.355473            597.438745           3419.452235         
model.layers.9.self_attn.q_proj               torch.Size([1, 1, 2048])       175.969086           176.268816           572.090794           3095.322029         
model.layers.9.self_attn.k_proj               torch.Size([1, 1, 2048])       166.742050           167.133570           621.889901           3066.182970         
model.layers.9.self_attn.v_proj               torch.Size([1, 1, 2048])       169.921082           170.250416           621.867303           3160.060498         
model.layers.9.self_attn.o_proj               torch.Size([1, 1, 2048])       164.076614           164.361000           694.494335           3403.411607         
model.layers.9.post_attention_layernorm       torch.Size([1, 1, 2048])       9.562976             9.785652             671.486720           3418.624000         
model.layers.9.mlp.experts.22.gate_proj       torch.Size([1, 1408])          180.199417           180.449009           621.990146           2856.761219         
model.layers.9.mlp.experts.22.act_fn          torch.Size([1, 1408])          0.172352             0.276327             621.824000           3107.840000         
model.layers.9.mlp.experts.22.up_proj         torch.Size([1, 1408])          154.855103           154.998064           621.852821           3195.598834         
model.layers.9.mlp.experts.22.down_proj       torch.Size([1, 2048])          114.119133           114.279032           657.843014           3336.346899         
model.layers.9.mlp.experts.23.gate_proj       torch.Size([1, 1408])          115.238525           115.411758           629.932606           3579.416242         
model.layers.9.mlp.experts.23.act_fn          torch.Size([1, 1408])          0.186592             0.298023             621.824000           3263.232000         
model.layers.9.mlp.experts.23.up_proj         torch.Size([1, 1408])          115.025124           115.177155           632.547176           3129.734351         
model.layers.9.mlp.experts.23.down_proj       torch.Size([1, 2048])          112.152061           112.387419           671.298909           3097.596606         
model.layers.9.mlp.experts.46.gate_proj       torch.Size([1, 1408])          118.246208           118.419647           621.966222           2977.049778         
model.layers.9.mlp.experts.46.act_fn          torch.Size([1, 1408])          0.208320             0.322342             621.824000           3107.840000         
model.layers.9.mlp.experts.46.up_proj         torch.Size([1, 1408])          113.759232           113.916636           652.063522           3013.455284         
model.layers.9.mlp.experts.46.down_proj       torch.Size([1, 2048])          115.325279           115.574121           681.118779           3313.122687         
model.layers.9.mlp.experts.48.gate_proj       torch.Size([1, 1408])          115.371521           115.535259           621.943688           2929.221818         
model.layers.9.mlp.experts.48.act_fn          torch.Size([1, 1408])          0.188000             0.345469             621.824000           3107.840000         
model.layers.9.mlp.experts.48.up_proj         torch.Size([1, 1408])          115.421890           115.567684           621.842773           3164.200960         
model.layers.9.mlp.experts.48.down_proj       torch.Size([1, 2048])          108.872993           109.038115           651.865159           3250.766124         
model.layers.9.mlp.shared_expert.gate_proj    torch.Size([1, 5632])          493.564636           493.843079           670.811719           3125.912816         
model.layers.9.mlp.shared_expert.act_fn       torch.Size([1, 5632])          0.259776             0.444412             776.960000           3417.216000         
model.layers.9.mlp.shared_expert.up_proj      torch.Size([1, 5632])          403.148987           403.420448           691.185363           2937.790852         
model.layers.9.mlp.shared_expert.down_proj    torch.Size([1, 2048])          445.873230           446.435928           685.083281           3205.628018         
model.layers.9.mlp.shared_expert_gate         torch.Size([1, 1])             8.861376             10.506392            685.741176           3308.843922         
model.layers.10.input_layernorm               torch.Size([1, 1, 2048])       9.470528             10.873318            588.708571           3247.920000         
model.layers.10.self_attn.q_proj              torch.Size([1, 1, 2048])       165.836197           167.273760           564.912850           3040.635362         
model.layers.10.self_attn.k_proj              torch.Size([1, 1, 2048])       178.468735           178.750277           621.828763           3378.242679         
model.layers.10.self_attn.v_proj              torch.Size([1, 1, 2048])       168.726654           168.967724           624.925588           3387.403578         
model.layers.10.self_attn.o_proj              torch.Size([1, 1, 2048])       168.514404           168.811560           698.202947           3087.382456         
model.layers.10.post_attention_layernorm      torch.Size([1, 1, 2048])       7.581472             7.837772             679.707608           3263.495529         
model.layers.10.mlp.experts.52.gate_proj      torch.Size([1, 1408])          8.352160             8.553982             625.450182           3062.699152         
model.layers.10.mlp.experts.52.act_fn         torch.Size([1, 1408])          0.149696             0.255108             699.552000           3263.232000         
model.layers.10.mlp.experts.52.up_proj        torch.Size([1, 1408])          7.566432             7.722139             654.400992           3129.892217         
model.layers.10.mlp.experts.52.down_proj      torch.Size([1, 2048])          7.740448             7.907391             687.775030           3117.498182         
model.layers.10.mlp.experts.57.gate_proj      torch.Size([1, 1408])          7.892736             8.084536             621.878588           3142.853176         
model.layers.10.mlp.experts.57.act_fn         torch.Size([1, 1408])          0.147840             0.282288             621.824000           3263.232000         
model.layers.10.mlp.experts.57.up_proj        torch.Size([1, 1408])          7.439360             7.596493             621.840732           3291.134327         
model.layers.10.mlp.experts.57.down_proj      torch.Size([1, 2048])          7.693952             7.860661             655.969455           3345.972848         
model.layers.10.mlp.experts.58.gate_proj      torch.Size([1, 1408])          7.477952             7.655144             642.158377           3114.158377         
model.layers.10.mlp.experts.58.act_fn         torch.Size([1, 1408])          0.178016             0.281334             777.280000           3263.232000         
model.layers.10.mlp.experts.58.up_proj        torch.Size([1, 1408])          7.627328             7.786989             621.877809           3062.202293         
model.layers.10.mlp.experts.58.down_proj      torch.Size([1, 2048])          7.624928             7.800102             660.440060           3061.722947         
model.layers.10.mlp.experts.59.gate_proj      torch.Size([1, 1408])          7.436352             7.635832             660.167164           3050.489313         
model.layers.10.mlp.experts.59.act_fn         torch.Size([1, 1408])          0.147872             0.333786             777.280000           3263.232000         
model.layers.10.mlp.experts.59.up_proj        torch.Size([1, 1408])          7.415072             7.570505             645.083701           3102.689910         
model.layers.10.mlp.experts.59.down_proj      torch.Size([1, 2048])          7.637536             7.832289             649.876211           3493.457323         
model.layers.10.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          26.371777            26.560307            682.338418           2903.361280         
model.layers.10.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.176096             0.308037             776.960000           3261.888000         
model.layers.10.mlp.shared_expert.up_proj     torch.Size([1, 5632])          25.195936            25.368690            690.321522           3063.249077         
model.layers.10.mlp.shared_expert.down_proj   torch.Size([1, 2048])          24.105951            24.295092            678.062507           3213.774080         
model.layers.10.mlp.shared_expert_gate        torch.Size([1, 1])             5.148832             5.293846             670.187016           3271.201574         
model.layers.11.input_layernorm               torch.Size([1, 1, 2048])       4.458848             4.597664             547.994413           3151.068444         
model.layers.11.self_attn.q_proj              torch.Size([1, 1, 2048])       12.718912            12.899876            566.147107           3039.882252         
model.layers.11.self_attn.k_proj              torch.Size([1, 1, 2048])       11.146944            11.342764            621.855683           3411.299168         
model.layers.11.self_attn.v_proj              torch.Size([1, 1, 2048])       11.156896            11.349916            621.884832           3164.690693         
model.layers.11.self_attn.o_proj              torch.Size([1, 1, 2048])       9.504192             9.702444             687.990805           3096.771678         
model.layers.11.post_attention_layernorm      torch.Size([1, 1, 2048])       4.993696             5.134106             668.441600           3300.912640         
model.layers.11.mlp.experts.11.gate_proj      torch.Size([1, 1408])          7.534848             7.727623             610.562560           3091.999147         
model.layers.11.mlp.experts.11.act_fn         torch.Size([1, 1408])          0.178656             0.287771             621.824000           3574.016000         
model.layers.11.mlp.experts.11.up_proj        torch.Size([1, 1408])          7.435840             7.593393             621.853605           3356.678966         
model.layers.11.mlp.experts.11.down_proj      torch.Size([1, 2048])          7.559904             7.730484             644.019200           3437.644343         
model.layers.11.mlp.experts.28.gate_proj      torch.Size([1, 1408])          7.325952             7.506609             621.957647           3032.304000         
model.layers.11.mlp.experts.28.act_fn         torch.Size([1, 1408])          0.143840             0.245810             725.461333           3263.232000         
model.layers.11.mlp.experts.28.up_proj        torch.Size([1, 1408])          7.504448             7.696152             642.771248           3474.845835         
model.layers.11.mlp.experts.28.down_proj      torch.Size([1, 2048])          7.588928             7.788181             675.590737           3375.475489         
model.layers.11.mlp.experts.49.gate_proj      torch.Size([1, 1408])          7.497536             7.669926             635.930947           3128.565895         
model.layers.11.mlp.experts.49.act_fn         torch.Size([1, 1408])          0.148544             0.256777             777.280000           3263.232000         
model.layers.11.mlp.experts.49.up_proj        torch.Size([1, 1408])          7.432928             7.578373             659.582061           3094.575515         
model.layers.11.mlp.experts.49.down_proj      torch.Size([1, 2048])          7.640896             7.814884             678.070646           3097.749169         
model.layers.11.mlp.experts.54.gate_proj      torch.Size([1, 1408])          7.294464             7.454157             631.106370           3247.794252         
model.layers.11.mlp.experts.54.act_fn         torch.Size([1, 1408])          0.147104             0.250816             777.280000           3263.232000         
model.layers.11.mlp.experts.54.up_proj        torch.Size([1, 1408])          9.182464             9.324074             655.519045           3166.467343         
model.layers.11.mlp.experts.54.down_proj      torch.Size([1, 2048])          7.512608             7.668495             683.586443           3127.609649         
model.layers.11.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          27.950912            28.116703            676.831573           2920.880071         
model.layers.11.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.187168             0.383615             776.960000           3417.216000         
model.layers.11.mlp.shared_expert.up_proj     torch.Size([1, 5632])          23.811392            23.967266            691.740632           3051.667509         
model.layers.11.mlp.shared_expert.down_proj   torch.Size([1, 2048])          24.112896            24.313688            699.016893           3027.136437         
model.layers.11.mlp.shared_expert_gate        torch.Size([1, 1])             5.177024             5.327940             688.350041           3418.480327         
model.layers.12.input_layernorm               torch.Size([1, 1, 2048])       4.491680             4.636288             615.751680           3419.975680         
model.layers.12.self_attn.q_proj              torch.Size([1, 1, 2048])       12.696256            12.873173            572.004898           3227.205878         
model.layers.12.self_attn.k_proj              torch.Size([1, 1, 2048])       11.327072            11.495829            621.719219           3686.599442         
model.layers.12.self_attn.v_proj              torch.Size([1, 1, 2048])       11.613184            11.792660            621.870545           3368.978327         
model.layers.12.self_attn.o_proj              torch.Size([1, 1, 2048])       9.993792             10.200977            698.738545           3129.621455         
model.layers.12.post_attention_layernorm      torch.Size([1, 1, 2048])       5.112448             5.241632             674.689280           3310.453760         
model.layers.12.mlp.experts.27.gate_proj      torch.Size([1, 1408])          7.406304             7.617474             748.306824           3528.312471         
model.layers.12.mlp.experts.27.act_fn         torch.Size([1, 1408])          0.145760             0.253439             777.280000           3574.016000         
model.layers.12.mlp.experts.27.up_proj        torch.Size([1, 1408])          7.403072             7.554770             776.997647           3818.460863         
model.layers.12.mlp.experts.27.down_proj      torch.Size([1, 2048])          7.580800             7.819414             777.131089           3534.014099         
model.layers.12.mlp.experts.39.gate_proj      torch.Size([1, 1408])          7.406272             7.581234             739.970560           3418.624000         
model.layers.12.mlp.experts.39.act_fn         torch.Size([1, 1408])          0.148224             0.254393             777.280000           3418.624000         
model.layers.12.mlp.experts.39.up_proj        torch.Size([1, 1408])          7.444192             7.590294             777.280000           3418.624000         
model.layers.12.mlp.experts.39.down_proj      torch.Size([1, 2048])          7.754784             7.923365             777.280000           3367.852356         
model.layers.12.mlp.experts.40.gate_proj      torch.Size([1, 1408])          7.503616             7.715702             777.241600           3381.255040         
model.layers.12.mlp.experts.40.act_fn         torch.Size([1, 1408])          0.156448             0.271082             776.960000           3727.872000         
model.layers.12.mlp.experts.40.up_proj        torch.Size([1, 1408])          7.288320             7.444143             776.960000           3747.088475         
model.layers.12.mlp.experts.40.down_proj      torch.Size([1, 2048])          7.629600             7.883310             776.960000           3619.362263         
model.layers.12.mlp.experts.58.gate_proj      torch.Size([1, 1408])          177.838120           178.063393           694.137030           3504.781941         
model.layers.12.mlp.experts.58.act_fn         torch.Size([1, 1408])          0.294176             0.488043             777.280000           3418.624000         
model.layers.12.mlp.experts.58.up_proj        torch.Size([1, 1408])          150.184219           150.580645           777.280000           3418.624000         
model.layers.12.mlp.experts.58.down_proj      torch.Size([1, 2048])          154.696350           154.964209           772.272980           3561.192490         
model.layers.12.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          630.943176           631.225586           776.993223           3422.431796         
model.layers.12.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.322240             0.566721             776.960000           3417.216000         
model.layers.12.mlp.shared_expert.up_proj     torch.Size([1, 5632])          520.531738           520.772934           776.919748           3609.151799         
model.layers.12.mlp.shared_expert.down_proj   torch.Size([1, 2048])          450.691010           451.140404           776.960000           3420.970667         
model.layers.12.mlp.shared_expert_gate        torch.Size([1, 1])             9.314336             10.984182            669.780945           3339.480436         
model.layers.13.input_layernorm               torch.Size([1, 1, 2048])       10.170560            11.743784            556.501760           3863.260160         
model.layers.13.self_attn.q_proj              torch.Size([1, 1, 2048])       161.734909           163.128614           612.679529           3402.528209         
model.layers.13.self_attn.k_proj              torch.Size([1, 1, 2048])       168.713379           169.006348           651.935785           3669.829154         
model.layers.13.self_attn.v_proj              torch.Size([1, 1, 2048])       196.292007           196.528673           683.179789           3467.695158         
model.layers.13.self_attn.o_proj              torch.Size([1, 1, 2048])       136.224930           136.503458           774.642286           3391.492063         
model.layers.13.post_attention_layernorm      torch.Size([1, 1, 2048])       9.282656             9.485960             683.980800           3275.985920         
model.layers.13.mlp.experts.16.gate_proj      torch.Size([1, 1408])          121.280449           121.485949           652.915200           3263.232000         
model.layers.13.mlp.experts.16.act_fn         torch.Size([1, 1408])          0.404960             0.683784             777.280000           3263.232000         
model.layers.13.mlp.experts.16.up_proj        torch.Size([1, 1408])          119.037155           119.279861           772.616320           3263.232000         
model.layers.13.mlp.experts.16.down_proj      torch.Size([1, 2048])          112.896156           113.071203           777.134257           3472.382099         
model.layers.13.mlp.experts.42.gate_proj      torch.Size([1, 1408])          117.352577           117.543221           621.987765           2993.671059         
model.layers.13.mlp.experts.42.act_fn         torch.Size([1, 1408])          0.236800             0.398159             621.824000           3263.232000         
model.layers.13.mlp.experts.42.up_proj        torch.Size([1, 1408])          113.106621           113.280535           621.988153           3016.543267         
model.layers.13.mlp.experts.42.down_proj      torch.Size([1, 2048])          115.707138           115.882874           622.028800           2942.611576         
model.layers.13.mlp.experts.52.gate_proj      torch.Size([1, 1408])          116.535713           116.713524           621.870195           3289.666406         
model.layers.13.mlp.experts.52.act_fn         torch.Size([1, 1408])          0.206528             0.324249             621.824000           3729.408000         
model.layers.13.mlp.experts.52.up_proj        torch.Size([1, 1408])          115.432739           115.584612           621.892397           3288.728916         
model.layers.13.mlp.experts.52.down_proj      torch.Size([1, 2048])          109.354431           109.526634           633.641383           3047.101594         
model.layers.13.mlp.experts.55.gate_proj      torch.Size([1, 1408])          126.374718           126.558065           622.035799           2951.459914         
model.layers.13.mlp.experts.55.act_fn         torch.Size([1, 1408])          0.182656             0.283241             621.824000           3109.120000         
model.layers.13.mlp.experts.55.up_proj        torch.Size([1, 1408])          118.311966           118.456602           621.992770           2976.656593         
model.layers.13.mlp.experts.55.down_proj      torch.Size([1, 2048])          128.858276           129.021883           628.696403           2953.654791         
model.layers.13.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          464.883698           465.180874           654.210478           2841.210314         
model.layers.13.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.188768             0.304937             776.960000           3494.880000         
model.layers.13.mlp.shared_expert.up_proj     torch.Size([1, 5632])          452.155457           452.414751           682.997719           3127.912688         
model.layers.13.mlp.shared_expert.down_proj   torch.Size([1, 2048])          451.566895           451.915264           653.770885           2910.579279         
model.layers.13.mlp.shared_expert_gate        torch.Size([1, 1])             10.428160            10.654211            663.042000           3498.657000         
model.layers.14.input_layernorm               torch.Size([1, 1, 2048])       7.445536             7.676125             540.137544           3528.750035         
model.layers.14.self_attn.q_proj              torch.Size([1, 1, 2048])       119.873985           120.122671           570.137462           3187.916731         
model.layers.14.self_attn.k_proj              torch.Size([1, 1, 2048])       150.591232           150.911808           621.962779           3047.028547         
model.layers.14.self_attn.v_proj              torch.Size([1, 1, 2048])       148.648285           148.865938           621.999761           2990.894488         
model.layers.14.self_attn.o_proj              torch.Size([1, 1, 2048])       149.820709           150.151491           679.897751           3092.045254         
model.layers.14.post_attention_layernorm      torch.Size([1, 1, 2048])       10.006592            10.222673            655.254588           3741.797647         
model.layers.14.mlp.experts.8.gate_proj       torch.Size([1, 1408])          157.316025           157.512426           621.986198           3102.878290         
model.layers.14.mlp.experts.8.act_fn          torch.Size([1, 1408])          0.239104             0.382423             621.824000           3418.624000         
model.layers.14.mlp.experts.8.up_proj         torch.Size([1, 1408])          171.708160           171.839237           621.913600           3316.263200         
model.layers.14.mlp.experts.8.down_proj       torch.Size([1, 2048])          152.596390           152.880430           621.908060           3211.906866         
model.layers.14.mlp.experts.46.gate_proj      torch.Size([1, 1408])          158.985352           159.156322           621.999650           3046.768117         
model.layers.14.mlp.experts.46.act_fn         torch.Size([1, 1408])          0.173088             0.286579             621.824000           3418.624000         
model.layers.14.mlp.experts.46.up_proj        torch.Size([1, 1408])          142.969635           143.147469           621.802338           3462.192738         
model.layers.14.mlp.experts.46.down_proj      torch.Size([1, 2048])          159.227386           159.407854           639.077926           3505.286637         
model.layers.14.mlp.experts.50.gate_proj      torch.Size([1, 1408])          116.258430           116.609812           606.134599           3231.787028         
model.layers.14.mlp.experts.50.act_fn         torch.Size([1, 1408])          0.248832             0.370502             621.824000           3418.624000         
model.layers.14.mlp.experts.50.up_proj        torch.Size([1, 1408])          109.465729           109.675169           621.964511           3135.972090         
model.layers.14.mlp.experts.50.down_proj      torch.Size([1, 2048])          107.876259           108.083963           650.156606           3274.365091         
model.layers.14.mlp.experts.51.gate_proj      torch.Size([1, 1408])          113.381348           113.608122           630.055940           3455.146346         
model.layers.14.mlp.experts.51.act_fn         torch.Size([1, 1408])          0.149248             0.323296             621.824000           3729.408000         
model.layers.14.mlp.experts.51.up_proj        torch.Size([1, 1408])          110.422272           110.617638           621.880672           3407.368305         
model.layers.14.mlp.experts.51.down_proj      torch.Size([1, 2048])          116.001282           116.301298           646.245731           3238.535642         
model.layers.14.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          381.277740           381.569386           641.761493           3149.491408         
model.layers.14.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.216480             0.426054             776.960000           3727.872000         
model.layers.14.mlp.shared_expert.up_proj     torch.Size([1, 5632])          451.639313           451.861858           703.212079           3068.333210         
model.layers.14.mlp.shared_expert.down_proj   torch.Size([1, 2048])          445.424164           445.704699           688.458240           3213.950436         
model.layers.14.mlp.shared_expert_gate        torch.Size([1, 1])             9.039168             9.234190             656.992000           3284.084645         
model.layers.15.input_layernorm               torch.Size([1, 1, 2048])       7.382592             7.611275             551.655849           3141.651321         
model.layers.15.self_attn.q_proj              torch.Size([1, 1, 2048])       169.633148           171.259165           564.749576           3016.237899         
model.layers.15.self_attn.k_proj              torch.Size([1, 1, 2048])       171.568100           171.888590           621.926902           3394.965647         
model.layers.15.self_attn.v_proj              torch.Size([1, 1, 2048])       171.992218           172.311306           621.999291           3120.016394         
model.layers.15.self_attn.o_proj              torch.Size([1, 1, 2048])       166.595001           166.900158           682.945455           2995.079273         
model.layers.15.post_attention_layernorm      torch.Size([1, 1, 2048])       10.471904            10.746002            659.261440           3108.889600         
model.layers.15.mlp.experts.29.gate_proj      torch.Size([1, 1408])          122.139198           122.366428           623.082044           3240.458745         
model.layers.15.mlp.experts.29.act_fn         torch.Size([1, 1408])          0.171712             0.365496             621.824000           3574.016000         
model.layers.15.mlp.experts.29.up_proj        torch.Size([1, 1408])          115.987907           116.181135           637.490109           3553.537984         
model.layers.15.mlp.experts.29.down_proj      torch.Size([1, 2048])          114.346786           114.623547           672.972418           3174.951642         
model.layers.15.mlp.experts.41.gate_proj      torch.Size([1, 1408])          120.538658           120.743275           621.988299           3131.070090         
model.layers.15.mlp.experts.41.act_fn         torch.Size([1, 1408])          0.162240             0.275135             621.824000           3263.232000         
model.layers.15.mlp.experts.41.up_proj        torch.Size([1, 1408])          117.303391           117.520094           635.905910           3117.140537         
model.layers.15.mlp.experts.41.down_proj      torch.Size([1, 2048])          111.180481           111.348867           679.245955           3035.487759         
model.layers.15.mlp.experts.46.gate_proj      torch.Size([1, 1408])          110.704224           110.889912           622.030769           3060.172308         
model.layers.15.mlp.experts.46.act_fn         torch.Size([1, 1408])          0.174560             0.293970             621.824000           3264.576000         
model.layers.15.mlp.experts.46.up_proj        torch.Size([1, 1408])          112.504387           112.742901           649.050667           3120.713697         
model.layers.15.mlp.experts.46.down_proj      torch.Size([1, 2048])          110.598175           110.799074           683.413493           3252.337672         
model.layers.15.mlp.experts.55.gate_proj      torch.Size([1, 1408])          164.792770           164.965391           623.177882           3023.604706         
model.layers.15.mlp.experts.55.act_fn         torch.Size([1, 1408])          0.250912             0.375509             621.824000           3264.576000         
model.layers.15.mlp.experts.55.up_proj        torch.Size([1, 1408])          153.951614           154.155731           634.827549           3120.531248         
model.layers.15.mlp.experts.55.down_proj      torch.Size([1, 2048])          147.648773           147.911549           664.855403           3268.673910         
model.layers.15.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          416.173431           416.527748           665.608505           3172.173550         
model.layers.15.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.344864             0.577927             776.960000           3418.624000         
model.layers.15.mlp.shared_expert.up_proj     torch.Size([1, 5632])          437.272247           437.539339           672.024721           2873.824275         
model.layers.15.mlp.shared_expert.down_proj   torch.Size([1, 2048])          443.901672           444.142342           689.434241           3156.319927         
model.layers.15.mlp.shared_expert_gate        torch.Size([1, 1])             10.131520            10.355234            681.285647           3314.118588         
model.layers.16.input_layernorm               torch.Size([1, 1, 2048])       11.673280            11.846781            584.842817           3129.413408         
model.layers.16.self_attn.q_proj              torch.Size([1, 1, 2048])       169.356445           169.584751           554.255225           3039.659137         
model.layers.16.self_attn.k_proj              torch.Size([1, 1, 2048])       176.320419           176.628828           621.910178           3383.085624         
model.layers.16.self_attn.v_proj              torch.Size([1, 1, 2048])       168.130630           168.375492           621.896953           3342.140021         
model.layers.16.self_attn.o_proj              torch.Size([1, 1, 2048])       158.017563           158.424854           690.933775           3078.497704         
model.layers.16.post_attention_layernorm      torch.Size([1, 1, 2048])       16.710239            18.138409            674.776320           3264.199680         
model.layers.16.mlp.experts.3.gate_proj       torch.Size([1, 1408])          116.415138           116.592884           621.994667           3204.923111         
model.layers.16.mlp.experts.3.act_fn          torch.Size([1, 1408])          0.190784             0.294924             621.568000           4193.856000         
model.layers.16.mlp.experts.3.up_proj         torch.Size([1, 1408])          110.482780           110.631227           621.822359           3657.876103         
model.layers.16.mlp.experts.3.down_proj       torch.Size([1, 2048])          105.743073           105.892897           654.603549           3238.441383         
model.layers.16.mlp.experts.40.gate_proj      torch.Size([1, 1408])          116.592575           116.821766           643.189333           3117.200970         
model.layers.16.mlp.experts.40.act_fn         torch.Size([1, 1408])          0.195744             0.304222             777.280000           3263.232000         
model.layers.16.mlp.experts.40.up_proj        torch.Size([1, 1408])          115.012001           115.161657           634.536376           3020.426309         
model.layers.16.mlp.experts.40.down_proj      torch.Size([1, 2048])          106.384445           106.539488           648.064901           3591.812507         
model.layers.16.mlp.experts.48.gate_proj      torch.Size([1, 1408])          112.730621           112.896681           646.933489           3227.081343         
model.layers.16.mlp.experts.48.act_fn         torch.Size([1, 1408])          0.205568             0.310421             777.280000           3264.576000         
model.layers.16.mlp.experts.48.up_proj        torch.Size([1, 1408])          109.517342           109.664440           671.844776           3149.724179         
model.layers.16.mlp.experts.48.down_proj      torch.Size([1, 2048])          109.599037           109.755993           685.100271           3091.466105         
model.layers.16.mlp.experts.57.gate_proj      torch.Size([1, 1408])          120.823135           121.094465           640.286118           3146.948235         
model.layers.16.mlp.experts.57.act_fn         torch.Size([1, 1408])          0.222496             0.380516             777.280000           3264.576000         
model.layers.16.mlp.experts.57.up_proj        torch.Size([1, 1408])          117.320259           117.472649           662.883609           3112.626526         
model.layers.16.mlp.experts.57.down_proj      torch.Size([1, 2048])          107.282623           107.553005           691.440000           3117.349818         
model.layers.16.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          618.700256           619.019985           673.525020           3025.641463         
model.layers.16.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.541536             0.882864             776.960000           3883.200000         
model.layers.16.mlp.shared_expert.up_proj     torch.Size([1, 5632])          633.868469           634.191751           698.193188           3269.874585         
model.layers.16.mlp.shared_expert.down_proj   torch.Size([1, 2048])          566.493835           566.706896           690.560703           3092.233143         
model.layers.16.mlp.shared_expert_gate        torch.Size([1, 1])             9.363616             9.529114             684.523789           3492.400281         
model.layers.17.input_layernorm               torch.Size([1, 1, 2048])       7.600192             7.793188             591.453714           3633.470857         
model.layers.17.self_attn.q_proj              torch.Size([1, 1, 2048])       233.173950           234.866142           566.479266           3083.310385         
model.layers.17.self_attn.k_proj              torch.Size([1, 1, 2048])       234.504868           236.224890           629.146182           3029.400566         
model.layers.17.self_attn.v_proj              torch.Size([1, 1, 2048])       227.102310           227.419376           623.560597           3175.428139         
model.layers.17.self_attn.o_proj              torch.Size([1, 1, 2048])       235.460190           235.942602           693.407264           3281.158989         
model.layers.17.post_attention_layernorm      torch.Size([1, 1, 2048])       11.139008            12.557030            677.776640           3639.928320         
model.layers.17.mlp.experts.5.gate_proj       torch.Size([1, 1408])          111.868866           112.056971           633.372964           3049.213664         
model.layers.17.mlp.experts.5.act_fn          torch.Size([1, 1408])          0.197248             0.334501             777.280000           3264.576000         
model.layers.17.mlp.experts.5.up_proj         torch.Size([1, 1408])          115.296318           115.504265           657.969194           3068.515821         
model.layers.17.mlp.experts.5.down_proj       torch.Size([1, 2048])          112.355843           112.541437           685.082947           3146.176481         
model.layers.17.mlp.experts.38.gate_proj      torch.Size([1, 1408])          124.822304           125.066280           653.321075           3100.908896         
model.layers.17.mlp.experts.38.act_fn         torch.Size([1, 1408])          0.164160             0.263691             777.280000           3263.232000         
model.layers.17.mlp.experts.38.up_proj        torch.Size([1, 1408])          121.365891           121.547937           673.291549           3236.028632         
model.layers.17.mlp.experts.38.down_proj      torch.Size([1, 2048])          114.411362           114.551306           673.422270           3069.868108         
model.layers.17.mlp.experts.45.gate_proj      torch.Size([1, 1408])          106.556770           106.749296           644.026746           3111.440239         
model.layers.17.mlp.experts.45.act_fn         torch.Size([1, 1408])          0.159456             0.262499             777.280000           3264.576000         
model.layers.17.mlp.experts.45.up_proj        torch.Size([1, 1408])          117.400192           117.585659           674.562406           3076.392421         
model.layers.17.mlp.experts.45.down_proj      torch.Size([1, 2048])          115.662979           115.838766           687.696246           3155.473231         
model.layers.17.mlp.experts.50.gate_proj      torch.Size([1, 1408])          120.733597           120.972395           621.981131           3188.133959         
model.layers.17.mlp.experts.50.act_fn         torch.Size([1, 1408])          0.169728             0.281811             621.824000           3419.328000         
model.layers.17.mlp.experts.50.up_proj        torch.Size([1, 1408])          117.016418           117.199183           621.970286           3156.306683         
model.layers.17.mlp.experts.50.down_proj      torch.Size([1, 2048])          102.777954           102.999210           662.481723           3532.179692         
model.layers.17.mlp.shared_expert.gate_proj   torch.Size([1, 5632])          455.377838           455.589056           640.792500           3051.766500         
model.layers.17.mlp.shared_expert.act_fn      torch.Size([1, 5632])          0.220768             0.370026             776.960000           3418.624000         
model.layers.17.mlp.shared_expert.up_proj     torch.Size([1, 5632])          440.571442           440.829992           690.520458           3135.846664         
model.layers.17.mlp.shared_expert.down_proj   torch.Size([1, 2048])          450.168030           450.449944           695.394776           2947.341589         
model.layers.17.mlp.shared_expert_gate        torch.Size([1, 1])             10.407872            10.617495            693.878634           3263.822049         
model.layers.18.input_layernorm               torch.Size([1, 1, 2048])       9.975328             10.283709            587.865600           3264.576000         
model.layers.18.self_attn.q_proj              torch.Size([1, 1, 2048])       164.769821           165.032864           570.681191           3335.062809         
model.layers.18.self_attn.k_proj              torch.Size([1, 1, 2048])       170.851715           171.084166           622.034667           3199.997667         
model.layers.18.self_attn.v_proj              torch.Size([1, 1, 2048])       166.146561           166.377306           622.009030           3093.149465         
model.layers.18.self_attn.o_proj              torch.Size([1, 1, 2048])       169.778183           170.005798           672.395294           2855.570196         
model.layers.18.post_attention_layernorm      torch.Size([1, 1, 2048])       8.633856             8.825779             655.322353           3677.841569         
