Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.2.mlp.experts.21.up_proj         torch.Size([0, 1408])          0.529920             0.924349             621.312000           4036.864000         
model.layers.2.mlp.experts.21.down_proj       torch.Size([0, 2048])          0.717600             1.091957             621.312000           4269.760000         
model.layers.2.mlp.experts.22.gate_proj       torch.Size([2, 1408])          0.972480             1.293182             655.829333           4192.128000         
model.layers.2.mlp.experts.22.act_fn          torch.Size([2, 1408])          0.303552             0.681400             776.640000           4192.128000         
model.layers.2.mlp.experts.22.up_proj         torch.Size([2, 1408])          0.942176             1.256704             776.640000           4088.618667         
model.layers.2.mlp.experts.22.down_proj       torch.Size([2, 2048])          1.394048             1.683950             892.896000           4036.864000         
model.layers.2.mlp.experts.23.gate_proj       torch.Size([0, 1408])          0.461472             0.854492             931.737600           3974.758400         
model.layers.2.mlp.experts.23.act_fn          torch.Size([0, 1408])          0.327200             0.688553             931.968000           3881.600000         
model.layers.2.mlp.experts.23.up_proj         torch.Size([0, 1408])          0.455168             0.820398             931.968000           3881.600000         
model.layers.2.mlp.experts.23.down_proj       torch.Size([0, 2048])          0.448512             0.812531             776.640000           3881.600000         
model.layers.2.mlp.experts.24.gate_proj       torch.Size([0, 1408])          0.534528             0.918627             776.640000           3881.600000         
model.layers.2.mlp.experts.24.act_fn          torch.Size([0, 1408])          0.270912             0.638485             776.640000           3881.600000         
model.layers.2.mlp.experts.24.up_proj         torch.Size([0, 1408])          0.449024             0.833511             776.640000           3788.441600         
model.layers.2.mlp.experts.24.down_proj       torch.Size([0, 2048])          0.444864             0.815630             776.640000           3765.536000         
model.layers.2.mlp.experts.25.gate_proj       torch.Size([1, 1408])          0.915616             1.279593             776.640000           3726.336000         
model.layers.2.mlp.experts.25.act_fn          torch.Size([1, 1408])          0.335712             0.710011             776.640000           3726.336000         
model.layers.2.mlp.experts.25.up_proj         torch.Size([1, 1408])          0.990784             1.306534             776.640000           3726.336000         
model.layers.2.mlp.experts.25.down_proj       torch.Size([1, 2048])          1.044512             1.399279             931.968000           3726.336000         
model.layers.2.mlp.experts.26.gate_proj       torch.Size([0, 1408])          0.492448             0.907183             931.968000           3726.336000         
model.layers.2.mlp.experts.26.act_fn          torch.Size([0, 1408])          0.316096             0.709772             931.968000           3726.336000         
model.layers.2.mlp.experts.26.up_proj         torch.Size([0, 1408])          0.525408             0.926256             931.968000           3726.336000         
model.layers.2.mlp.experts.26.down_proj       torch.Size([0, 2048])          0.518624             1.006126             776.640000           3726.336000         
model.layers.2.mlp.experts.27.gate_proj       torch.Size([0, 1408])          0.498400             0.915051             776.640000           3665.740800         
model.layers.2.mlp.experts.27.act_fn          torch.Size([0, 1408])          0.296960             0.743866             776.640000           3727.872000         
model.layers.2.mlp.experts.27.up_proj         torch.Size([0, 1408])          0.490496             0.885010             776.640000           3805.536000         
model.layers.2.mlp.experts.27.down_proj       torch.Size([0, 2048])          0.516224             0.927448             737.808000           3881.600000         
model.layers.2.mlp.experts.28.gate_proj       torch.Size([0, 1408])          0.508288             0.959396             621.312000           3998.048000         
model.layers.2.mlp.experts.28.act_fn          torch.Size([0, 1408])          0.348672             0.742197             621.312000           4037.418667         
model.layers.2.mlp.experts.28.up_proj         torch.Size([0, 1408])          0.514272             0.931501             621.312000           3921.616000         
model.layers.2.mlp.experts.28.down_proj       torch.Size([0, 2048])          0.514368             0.880480             621.312000           3883.200000         
model.layers.2.mlp.experts.29.gate_proj       torch.Size([0, 1408])          0.480960             0.846863             621.312000           3883.200000         
model.layers.2.mlp.experts.29.act_fn          torch.Size([0, 1408])          0.281984             0.651121             621.312000           3883.200000         
model.layers.2.mlp.experts.29.up_proj         torch.Size([0, 1408])          0.543520             0.902653             621.440000           3883.200000         
model.layers.2.mlp.experts.29.down_proj       torch.Size([0, 2048])          0.455680             0.833273             582.720000           3844.368000         
model.layers.2.mlp.experts.30.gate_proj       torch.Size([0, 1408])          0.470080             0.838041             466.176000           3727.872000         
model.layers.2.mlp.experts.30.act_fn          torch.Size([0, 1408])          0.276800             0.666618             466.176000           3883.200000         
model.layers.2.mlp.experts.30.up_proj         torch.Size([0, 1408])          0.484320             0.864744             466.176000           3960.864000         
model.layers.2.mlp.experts.30.down_proj       torch.Size([0, 2048])          0.453792             0.832081             466.176000           3976.396800         
model.layers.2.mlp.experts.31.gate_proj       torch.Size([1, 1408])          0.940832             1.276493             524.448000           3902.616000         
model.layers.2.mlp.experts.31.act_fn          torch.Size([1, 1408])          0.311296             0.691175             621.312000           3883.200000         
model.layers.2.mlp.experts.31.up_proj         torch.Size([1, 1408])          0.881984             1.185179             621.312000           3883.200000         
model.layers.2.mlp.experts.31.down_proj       torch.Size([1, 2048])          1.038144             1.328230             718.392000           3882.000000         
model.layers.2.mlp.experts.32.gate_proj       torch.Size([1, 1408])          0.907296             1.244068             776.640000           3881.600000         
model.layers.2.mlp.experts.32.act_fn          torch.Size([1, 1408])          0.313952             0.680685             776.640000           3881.600000         
model.layers.2.mlp.experts.32.up_proj         torch.Size([1, 1408])          0.870944             1.148224             815.424000           3823.376000         
model.layers.2.mlp.experts.32.down_proj       torch.Size([1, 2048])          1.022528             1.301289             931.584000           3745.744000         
model.layers.2.mlp.experts.33.gate_proj       torch.Size([0, 1408])          0.475456             0.868797             931.584000           3726.336000         
model.layers.2.mlp.experts.33.act_fn          torch.Size([0, 1408])          0.275648             0.640392             931.968000           3726.336000         
model.layers.2.mlp.experts.33.up_proj         torch.Size([0, 1408])          0.527040             0.890255             815.472000           3726.336000         
model.layers.2.mlp.experts.33.down_proj       torch.Size([0, 2048])          0.448160             0.827789             776.640000           3819.494400         
model.layers.2.mlp.experts.34.gate_proj       torch.Size([0, 1408])          0.474944             0.844240             776.640000           3881.600000         
model.layers.2.mlp.experts.34.act_fn          torch.Size([0, 1408])          0.306336             0.725269             776.640000           3985.109333         
model.layers.2.mlp.experts.34.up_proj         torch.Size([0, 1408])          0.492128             0.859022             698.976000           4036.864000         
model.layers.2.mlp.experts.34.down_proj       torch.Size([0, 2048])          0.481216             0.843763             621.312000           4036.864000         
model.layers.2.mlp.experts.35.gate_proj       torch.Size([1, 1408])          0.913568             1.230717             679.560000           4036.864000         
model.layers.2.mlp.experts.35.act_fn          torch.Size([1, 1408])          0.297440             0.667095             776.640000           4036.864000         
model.layers.2.mlp.experts.35.up_proj         torch.Size([1, 1408])          0.866240             1.168966             776.640000           3978.640000         
model.layers.2.mlp.experts.35.down_proj       torch.Size([1, 2048])          1.048832             1.335621             815.176000           3881.600000         
model.layers.2.mlp.experts.36.gate_proj       torch.Size([2, 1408])          0.972320             1.265526             931.584000           3880.200000         
model.layers.2.mlp.experts.36.act_fn          torch.Size([2, 1408])          0.300640             0.688553             931.584000           3880.000000         
model.layers.2.mlp.experts.36.up_proj         torch.Size([2, 1408])          0.941760             1.225948             931.584000           3880.000000         
model.layers.2.mlp.experts.36.down_proj       torch.Size([2, 2048])          1.374880             1.665115             1028.624000          3880.000000         
model.layers.2.mlp.experts.37.gate_proj       torch.Size([2, 1408])          0.937280             1.226425             1086.568000          4035.200000         
model.layers.2.mlp.experts.37.act_fn          torch.Size([2, 1408])          0.392992             0.762939             1086.400000          4151.600000         
model.layers.2.mlp.experts.37.up_proj         torch.Size([2, 1408])          0.941984             1.230001             1086.400000          4188.672000         
model.layers.2.mlp.experts.37.down_proj       torch.Size([2, 2048])          1.374624             1.670837             1155.377778          4136.960000         
model.layers.2.mlp.experts.38.gate_proj       torch.Size([0, 1408])          0.465984             0.859261             1164.000000          4034.368000         
model.layers.2.mlp.experts.38.act_fn          torch.Size([0, 1408])          0.276928             0.642776             1086.549333          4035.200000         
model.layers.2.mlp.experts.38.up_proj         torch.Size([0, 1408])          0.521248             0.900269             1086.848000          4035.200000         
model.layers.2.mlp.experts.38.down_proj       torch.Size([0, 2048])          0.454912             0.834942             1009.216000          3996.400000         
model.layers.2.mlp.experts.39.gate_proj       torch.Size([1, 1408])          0.926208             1.226902             950.992000           3938.200000         
model.layers.2.mlp.experts.39.act_fn          torch.Size([1, 1408])          0.347840             0.726700             962.636800           3880.000000         
model.layers.2.mlp.experts.39.up_proj         torch.Size([1, 1408])          0.905920             1.195669             1009.216000          3880.000000         
model.layers.2.mlp.experts.39.down_proj       torch.Size([1, 2048])          1.019104             1.346827             1086.848000          3880.000000         
model.layers.2.mlp.experts.40.gate_proj       torch.Size([0, 1408])          0.474784             0.845432             1086.848000          3880.000000         
model.layers.2.mlp.experts.40.act_fn          torch.Size([0, 1408])          0.280512             0.643253             1035.093333          4035.200000         
model.layers.2.mlp.experts.40.up_proj         torch.Size([0, 1408])          0.543808             0.905275             931.584000           4035.200000         
model.layers.2.mlp.experts.40.down_proj       torch.Size([0, 2048])          0.489504             0.870705             931.584000           4190.400000         
model.layers.2.mlp.experts.41.gate_proj       torch.Size([0, 1408])          0.468832             0.859261             853.952000           4074.000000         
model.layers.2.mlp.experts.41.act_fn          torch.Size([0, 1408])          0.278624             0.645876             776.320000           4036.309333         
model.layers.2.mlp.experts.41.up_proj         torch.Size([0, 1408])          0.459968             0.848055             776.560000           4036.864000         
model.layers.2.mlp.experts.41.down_proj       torch.Size([0, 2048])          0.463616             0.833750             776.640000           4036.864000         
model.layers.2.mlp.experts.42.gate_proj       torch.Size([0, 1408])          0.497152             0.889778             776.640000           4036.864000         
model.layers.2.mlp.experts.42.act_fn          torch.Size([0, 1408])          0.274336             0.643492             673.088000           4036.864000         
model.layers.2.mlp.experts.42.up_proj         torch.Size([0, 1408])          0.457216             0.838995             621.312000           3974.758400         
model.layers.2.mlp.experts.42.down_proj       torch.Size([0, 2048])          0.522016             0.886679             621.312000           3912.652800         
model.layers.2.mlp.experts.43.gate_proj       torch.Size([0, 1408])          0.465472             0.850201             621.312000           3881.600000         
model.layers.2.mlp.experts.43.act_fn          torch.Size([0, 1408])          0.379776             0.789165             621.312000           3881.600000         
model.layers.2.mlp.experts.43.up_proj         torch.Size([0, 1408])          0.563168             0.931501             621.312000           3882.000000         
model.layers.2.mlp.experts.43.down_proj       torch.Size([0, 2048])          0.494816             0.863552             621.312000           3882.400000         
model.layers.2.mlp.experts.44.gate_proj       torch.Size([0, 1408])          0.463456             0.845432             621.312000           3883.200000         
model.layers.2.mlp.experts.44.act_fn          torch.Size([0, 1408])          0.270784             0.649214             465.984000           3883.200000         
model.layers.2.mlp.experts.44.up_proj         torch.Size([0, 1408])          0.463552             0.825405             465.984000           3883.200000         
model.layers.2.mlp.experts.44.down_proj       torch.Size([0, 2048])          0.461504             0.823736             466.176000           3883.200000         
model.layers.2.mlp.experts.45.gate_proj       torch.Size([0, 1408])          0.472064             0.850201             466.176000           3883.200000         
model.layers.2.mlp.experts.45.act_fn          torch.Size([0, 1408])          0.271392             0.646830             466.176000           3883.200000         
model.layers.2.mlp.experts.45.up_proj         torch.Size([0, 1408])          0.461952             0.835419             466.176000           3852.134400         
model.layers.2.mlp.experts.45.down_proj       torch.Size([0, 2048])          0.510272             0.868082             466.176000           3758.937600         
model.layers.2.mlp.experts.46.gate_proj       torch.Size([0, 1408])          0.487360             0.874043             466.176000           3727.872000         
model.layers.2.mlp.experts.46.act_fn          torch.Size([0, 1408])          0.297152             0.658989             466.176000           3727.872000         
model.layers.2.mlp.experts.46.up_proj         torch.Size([0, 1408])          0.539968             0.920773             466.176000           3727.872000         
model.layers.2.mlp.experts.46.down_proj       torch.Size([0, 2048])          0.467680             0.830412             466.176000           3727.872000         
model.layers.2.mlp.experts.47.gate_proj       torch.Size([0, 1408])          0.468256             0.854254             466.176000           3844.368000         
model.layers.2.mlp.experts.47.act_fn          torch.Size([0, 1408])          0.325312             0.688791             466.176000           3883.200000         
model.layers.2.mlp.experts.47.up_proj         torch.Size([0, 1408])          0.456864             0.831127             466.176000           3922.032000         
model.layers.2.mlp.experts.47.down_proj       torch.Size([0, 2048])          0.454624             0.832081             466.176000           4038.528000         
model.layers.2.mlp.experts.48.gate_proj       torch.Size([0, 1408])          0.467840             0.912666             466.176000           4038.528000         
model.layers.2.mlp.experts.48.act_fn          torch.Size([0, 1408])          0.273824             0.637293             466.176000           4038.528000         
model.layers.2.mlp.experts.48.up_proj         torch.Size([0, 1408])          0.454688             0.832319             466.176000           3945.331200         
model.layers.2.mlp.experts.48.down_proj       torch.Size([0, 2048])          0.449568             0.826120             466.176000           3883.200000         
model.layers.2.mlp.experts.49.gate_proj       torch.Size([0, 1408])          0.494848             0.887871             466.176000           3883.200000         
model.layers.2.mlp.experts.49.act_fn          torch.Size([0, 1408])          0.300576             0.668287             466.176000           3883.200000         
model.layers.2.mlp.experts.49.up_proj         torch.Size([0, 1408])          0.515136             0.946522             466.176000           3852.134400         
model.layers.2.mlp.experts.49.down_proj       torch.Size([0, 2048])          0.469696             0.833988             466.176000           3758.937600         
model.layers.2.mlp.experts.50.gate_proj       torch.Size([0, 1408])          0.456864             0.843763             372.940800           3727.872000         
model.layers.2.mlp.experts.50.act_fn          torch.Size([0, 1408])          0.270592             0.693798             466.176000           3727.872000         
model.layers.2.mlp.experts.50.up_proj         torch.Size([0, 1408])          0.487840             0.857592             310.784000           3727.872000         
model.layers.2.mlp.experts.50.down_proj       torch.Size([0, 2048])          0.448800             0.859022             310.784000           3727.872000         
model.layers.2.mlp.experts.51.gate_proj       torch.Size([1, 1408])          0.951424             1.247406             446.752000           3727.872000         
model.layers.2.mlp.experts.51.act_fn          torch.Size([1, 1408])          0.308576             0.678301             466.176000           3727.872000         
model.layers.2.mlp.experts.51.up_proj         torch.Size([1, 1408])          0.868416             1.148224             524.416000           3727.872000         
model.layers.2.mlp.experts.51.down_proj       torch.Size([1, 2048])          1.088480             1.394510             621.312000           3726.912000         
model.layers.2.mlp.experts.52.gate_proj       torch.Size([1, 1408])          0.871136             1.164913             759.381333           3726.336000         
model.layers.2.mlp.experts.52.act_fn          torch.Size([1, 1408])          0.346176             0.713587             776.640000           3726.336000         
model.layers.2.mlp.experts.52.up_proj         torch.Size([1, 1408])          0.859680             1.140118             776.640000           3590.480000         
model.layers.2.mlp.experts.52.down_proj       torch.Size([1, 2048])          1.041696             1.322985             862.933333           3622.826667         
model.layers.2.mlp.experts.53.gate_proj       torch.Size([0, 1408])          0.474816             0.853539             893.136000           3571.072000         
model.layers.2.mlp.experts.53.act_fn          torch.Size([0, 1408])          0.283200             0.650406             776.640000           3571.072000         
model.layers.2.mlp.experts.53.up_proj         torch.Size([0, 1408])          0.475328             0.833511             776.640000           3726.336000         
model.layers.2.mlp.experts.53.down_proj       torch.Size([0, 2048])          0.462848             0.844479             776.640000           3829.845333         
model.layers.2.mlp.experts.54.gate_proj       torch.Size([0, 1408])          0.475072             0.875711             737.808000           3881.600000         
model.layers.2.mlp.experts.54.act_fn          torch.Size([0, 1408])          0.283040             0.643253             621.312000           4036.864000         
model.layers.2.mlp.experts.54.up_proj         torch.Size([0, 1408])          1.578048             1.939774             621.312000           3920.416000         
model.layers.2.mlp.experts.54.down_proj       torch.Size([0, 2048])          0.479552             0.861168             621.312000           3881.600000         
model.layers.2.mlp.experts.55.gate_proj       torch.Size([0, 1408])          0.468000             0.849962             621.312000           3882.000000         
model.layers.2.mlp.experts.55.act_fn          torch.Size([0, 1408])          0.288864             0.677109             621.312000           3882.666667         
model.layers.2.mlp.experts.55.up_proj         torch.Size([0, 1408])          0.466784             0.850916             621.312000           3883.200000         
model.layers.2.mlp.experts.55.down_proj       torch.Size([0, 2048])          0.457536             0.860214             621.312000           3883.200000         
model.layers.2.mlp.experts.56.gate_proj       torch.Size([1, 1408])          0.931744             1.234293             621.312000           3785.352000         
model.layers.2.mlp.experts.56.act_fn          torch.Size([1, 1408])          0.299040             0.664234             621.312000           3726.336000         
model.layers.2.mlp.experts.56.up_proj         torch.Size([1, 1408])          0.903328             1.190186             660.144000           3726.336000         
model.layers.2.mlp.experts.56.down_proj       torch.Size([1, 2048])          1.022240             1.304626             776.640000           3726.336000         
model.layers.2.mlp.experts.57.gate_proj       torch.Size([0, 1408])          0.486688             0.862360             776.640000           3726.336000         
model.layers.2.mlp.experts.57.act_fn          torch.Size([0, 1408])          0.275808             0.651836             776.640000           3726.336000         
model.layers.2.mlp.experts.57.up_proj         torch.Size([0, 1408])          0.466016             0.828028             776.640000           3726.336000         
model.layers.2.mlp.experts.57.down_proj       torch.Size([0, 2048])          0.495744             0.872612             660.144000           3687.520000         
model.layers.2.mlp.experts.58.gate_proj       torch.Size([1, 1408])          0.927936             1.239538             724.864000           3571.072000         
model.layers.2.mlp.experts.58.act_fn          torch.Size([1, 1408])          0.302656             0.718832             776.640000           3571.072000         
model.layers.2.mlp.experts.58.up_proj         torch.Size([1, 1408])          0.865728             1.146793             776.640000           3668.112000         
model.layers.2.mlp.experts.58.down_proj       torch.Size([1, 2048])          1.021984             1.300573             854.304000           3629.296000         
model.layers.2.mlp.experts.59.gate_proj       torch.Size([1, 1408])          0.918048             1.211166             931.968000           3571.072000         
model.layers.2.mlp.experts.59.act_fn          torch.Size([1, 1408])          0.296352             0.679731             931.968000           3571.072000         
model.layers.2.mlp.experts.59.up_proj         torch.Size([1, 1408])          0.864256             1.172066             931.968000           3571.072000         
model.layers.2.mlp.experts.59.down_proj       torch.Size([1, 2048])          1.007136             1.287699             998.290286           3613.942857         
model.layers.2.mlp.shared_expert.gate_proj    torch.Size([5, 5632])          2.603424             2.900839             1131.136000          3724.361143         
model.layers.2.mlp.shared_expert.act_fn       torch.Size([5, 5632])          0.326112             0.692844             1396.800000          3878.400000         
model.layers.2.mlp.shared_expert.up_proj      torch.Size([5, 5632])          2.611616             2.904177             1573.778286          3899.181714         
model.layers.2.mlp.shared_expert.down_proj    torch.Size([5, 2048])          2.714240             3.036022             1938.488000          4011.040000         
model.layers.2.mlp.shared_expert_gate         torch.Size([5, 1])             0.513088             0.925303             2038.089143          3941.632000         
model.layers.3.input_layernorm                torch.Size([1, 5, 2048])       0.966176             1.360416             1847.899826          3889.931130         
model.layers.3.self_attn.q_proj               torch.Size([1, 5, 2048])       1.372992             1.664400             1706.496000          3838.032000         
model.layers.3.self_attn.k_proj               torch.Size([1, 5, 2048])       1.380480             1.727104             1745.280000          3779.880000         
model.layers.3.self_attn.v_proj               torch.Size([1, 5, 2048])       1.254336             1.560450             1842.240000          3915.568000         
model.layers.3.self_attn.o_proj               torch.Size([1, 5, 2048])       1.265632             1.583338             1861.632000          4031.872000         
model.layers.3.post_attention_layernorm       torch.Size([1, 5, 2048])       0.910272             1.294136             1746.966261          3924.552348         
model.layers.3.mlp.gate                       torch.Size([5, 60])            0.551264             0.928640             1552.000000          3878.400000         
model.layers.3.mlp.experts.0.gate_proj        torch.Size([0, 1408])          0.489344             0.920296             1489.920000          3878.400000         
model.layers.3.mlp.experts.0.act_fn           torch.Size([0, 1408])          0.284864             0.666618             1396.800000          3880.000000         
model.layers.3.mlp.experts.0.up_proj          torch.Size([0, 1408])          0.475264             0.838518             1358.272000          3763.600000         
model.layers.3.mlp.experts.0.down_proj        torch.Size([0, 2048])          0.478144             0.903368             1242.112000          3724.800000         
model.layers.3.mlp.experts.1.gate_proj        torch.Size([1, 1408])          0.906976             1.235008             1242.112000          3724.800000         
model.layers.3.mlp.experts.1.act_fn           torch.Size([1, 1408])          0.309984             0.700951             1242.112000          3724.800000         
model.layers.3.mlp.experts.1.up_proj          torch.Size([1, 1408])          0.874496             1.228333             1242.112000          3724.800000         
model.layers.3.mlp.experts.1.down_proj        torch.Size([1, 2048])          1.015968             1.303196             1242.112000          3724.800000         
model.layers.3.mlp.experts.2.gate_proj        torch.Size([0, 1408])          0.524192             0.901222             1242.112000          3724.800000         
model.layers.3.mlp.experts.2.act_fn           torch.Size([0, 1408])          0.292032             0.663996             1242.112000          3776.533333         
model.layers.3.mlp.experts.2.up_proj          torch.Size([0, 1408])          0.481888             0.849724             1164.480000          3880.000000         
model.layers.3.mlp.experts.2.down_proj        torch.Size([0, 2048])          0.527008             0.891924             1086.848000          3983.466667         
model.layers.3.mlp.experts.3.gate_proj        torch.Size([1, 1408])          0.869568             1.177073             1086.848000          4035.200000         
model.layers.3.mlp.experts.3.act_fn           torch.Size([1, 1408])          0.345600             0.712872             1086.848000          4035.200000         
model.layers.3.mlp.experts.3.up_proj          torch.Size([1, 1408])          0.904192             1.240253             1086.848000          3977.000000         
model.layers.3.mlp.experts.3.down_proj        torch.Size([1, 2048])          1.009216             1.295805             1173.105778          3880.000000         
model.layers.3.mlp.experts.4.gate_proj        torch.Size([1, 1408])          0.871520             1.173258             1242.112000          3880.000000         
model.layers.3.mlp.experts.4.act_fn           torch.Size([1, 1408])          0.317600             0.687838             1242.112000          3880.000000         
model.layers.3.mlp.experts.4.up_proj          torch.Size([1, 1408])          0.901792             1.173019             1242.112000          3880.000000         
model.layers.3.mlp.experts.4.down_proj        torch.Size([1, 2048])          1.032768             1.325130             1242.112000          3835.657143         
model.layers.3.mlp.experts.5.gate_proj        torch.Size([1, 1408])          0.861184             1.179934             1319.528000          3821.400000         
model.layers.3.mlp.experts.5.act_fn           torch.Size([1, 1408])          0.303264             0.689030             1241.600000          4033.536000         
model.layers.3.mlp.experts.5.up_proj          torch.Size([1, 1408])          0.859360             1.136541             1241.600000          4033.536000         
model.layers.3.mlp.experts.5.down_proj        torch.Size([1, 2048])          1.025600             1.315594             1319.200000          4188.672000         
model.layers.3.mlp.experts.6.gate_proj        torch.Size([0, 1408])          0.481824             0.861645             1303.680000          4095.590400         
model.layers.3.mlp.experts.6.act_fn           torch.Size([0, 1408])          0.274560             0.648737             1241.600000          4034.645333         
model.layers.3.mlp.experts.6.up_proj          torch.Size([0, 1408])          0.525984             0.889540             1241.600000          4035.200000         
model.layers.3.mlp.experts.6.down_proj        torch.Size([0, 2048])          0.455360             0.841379             1086.848000          4035.200000         
model.layers.3.mlp.experts.7.gate_proj        torch.Size([1, 1408])          0.926144             1.219511             1086.848000          3918.800000         
model.layers.3.mlp.experts.7.act_fn           torch.Size([1, 1408])          0.324384             0.699043             1086.848000          3880.000000         
model.layers.3.mlp.experts.7.up_proj          torch.Size([1, 1408])          0.927520             1.233339             1086.848000          3880.000000         
model.layers.3.mlp.experts.7.down_proj        torch.Size([1, 2048])          1.023904             1.334906             1183.888000          3860.600000         
model.layers.3.mlp.experts.8.gate_proj        torch.Size([0, 1408])          0.490080             0.895262             1203.296000          3724.800000         
model.layers.3.mlp.experts.8.act_fn           torch.Size([0, 1408])          0.297952             0.659704             1086.848000          3880.000000         
model.layers.3.mlp.experts.8.up_proj          torch.Size([0, 1408])          0.528672             0.890017             1086.848000          3918.800000         
model.layers.3.mlp.experts.8.down_proj        torch.Size([0, 2048])          0.492512             0.896931             1035.093333          4035.200000         
model.layers.3.mlp.experts.9.gate_proj        torch.Size([0, 1408])          0.485088             0.926256             931.584000           4138.666667         
model.layers.3.mlp.experts.9.act_fn           torch.Size([0, 1408])          0.284128             0.658035             931.584000           4140.373333         
model.layers.3.mlp.experts.9.up_proj          torch.Size([0, 1408])          0.472352             0.838995             931.584000           4067.916800         
model.layers.3.mlp.experts.9.down_proj        torch.Size([0, 2048])          0.489696             0.858307             854.032000           4036.864000         
model.layers.3.mlp.experts.10.gate_proj       torch.Size([0, 1408])          0.484576             0.860929             776.640000           4036.864000         
model.layers.3.mlp.experts.10.act_fn          torch.Size([0, 1408])          0.294464             0.663042             776.640000           3985.109333         
model.layers.3.mlp.experts.10.up_proj         torch.Size([0, 1408])          0.496704             0.904322             776.640000           3881.600000         
model.layers.3.mlp.experts.10.down_proj       torch.Size([0, 2048])          0.521312             0.887156             776.640000           3820.108800         
model.layers.3.mlp.experts.11.gate_proj       torch.Size([0, 1408])          0.508832             0.896454             737.808000           3727.872000         
model.layers.3.mlp.experts.11.act_fn          torch.Size([0, 1408])          0.325760             0.743151             621.312000           3727.872000         
model.layers.3.mlp.experts.11.up_proj         torch.Size([0, 1408])          0.463808             0.851870             621.312000           3727.872000         
model.layers.3.mlp.experts.11.down_proj       torch.Size([0, 2048])          0.474336             0.836849             621.312000           3727.872000         
model.layers.3.mlp.experts.12.gate_proj       torch.Size([0, 1408])          0.557632             0.939846             621.465600           3727.872000         
model.layers.3.mlp.experts.12.act_fn          torch.Size([0, 1408])          0.294240             0.655651             621.568000           3727.872000         
model.layers.3.mlp.experts.12.up_proj         torch.Size([0, 1408])          0.475168             0.834227             621.376000           3727.872000         
model.layers.3.mlp.experts.12.down_proj       torch.Size([0, 2048])          0.471744             0.829935             621.568000           3727.872000         
model.layers.3.mlp.experts.13.gate_proj       torch.Size([1, 1408])          0.917088             1.266241             621.440000           3727.872000         
model.layers.3.mlp.experts.13.act_fn          torch.Size([1, 1408])          0.301344             0.672579             621.312000           3727.872000         
model.layers.3.mlp.experts.13.up_proj         torch.Size([1, 1408])          0.876192             1.212358             757.224000           3726.912000         
model.layers.3.mlp.experts.13.down_proj       torch.Size([1, 2048])          1.021536             1.313686             834.888000           3726.336000         
model.layers.3.mlp.experts.14.gate_proj       torch.Size([0, 1408])          0.509440             0.950336             900.902400           3664.230400         
model.layers.3.mlp.experts.14.act_fn          torch.Size([0, 1408])          0.313408             0.684023             776.640000           3648.704000         
model.layers.3.mlp.experts.14.up_proj         torch.Size([0, 1408])          0.517216             0.885963             776.640000           3687.520000         
model.layers.3.mlp.experts.14.down_proj       torch.Size([0, 2048])          0.583264             0.977755             776.640000           3649.952000         
model.layers.3.mlp.experts.15.gate_proj       torch.Size([0, 1408])          0.599232             1.134157             776.640000           3757.388800         
model.layers.3.mlp.experts.15.act_fn          torch.Size([0, 1408])          0.364320             0.796080             776.640000           3881.600000         
model.layers.3.mlp.experts.15.up_proj         torch.Size([0, 1408])          0.594688             1.008272             683.443200           3912.652800         
model.layers.3.mlp.experts.15.down_proj       torch.Size([0, 2048])          0.471744             0.894547             621.312000           4036.864000         
model.layers.3.mlp.experts.16.gate_proj       torch.Size([0, 1408])          0.552800             1.058578             621.312000           3985.642667         
model.layers.3.mlp.experts.16.act_fn          torch.Size([0, 1408])          0.303936             0.686646             621.312000           3882.666667         
model.layers.3.mlp.experts.16.up_proj         torch.Size([0, 1408])          0.459168             0.819206             621.312000           3883.200000         
model.layers.3.mlp.experts.16.down_proj       torch.Size([0, 2048])          0.453024             0.885010             621.312000           3883.200000         
model.layers.3.mlp.experts.17.gate_proj       torch.Size([0, 1408])          0.546048             1.009226             621.363200           3883.200000         
model.layers.3.mlp.experts.17.act_fn          torch.Size([0, 1408])          0.295488             0.659943             621.482667           3779.648000         
model.layers.3.mlp.experts.17.up_proj         torch.Size([0, 1408])          0.472448             0.883341             621.568000           3779.648000         
model.layers.3.mlp.experts.17.down_proj       torch.Size([0, 2048])          0.467968             0.866652             621.568000           3727.872000         
model.layers.3.mlp.experts.18.gate_proj       torch.Size([1, 1408])          0.922144             1.299620             621.440000           3727.872000         
model.layers.3.mlp.experts.18.act_fn          torch.Size([1, 1408])          0.353856             0.727177             621.312000           3727.872000         
model.layers.3.mlp.experts.18.up_proj         torch.Size([1, 1408])          0.942144             1.237154             698.976000           3842.976000         
model.layers.3.mlp.experts.18.down_proj       torch.Size([1, 2048])          1.080000             1.363277             798.637714           4081.225143         
model.layers.3.mlp.experts.19.gate_proj       torch.Size([1, 1408])          0.885088             1.195192             912.176000           4306.800000         
model.layers.3.mlp.experts.19.act_fn          torch.Size([1, 1408])          0.320512             0.782251             931.584000           4345.600000         
model.layers.3.mlp.experts.19.up_proj         torch.Size([1, 1408])          0.897056             1.182795             931.584000           4287.400000         
model.layers.3.mlp.experts.19.down_proj       torch.Size([1, 2048])          1.025408             1.302004             1028.624000          4190.400000         
model.layers.3.mlp.experts.20.gate_proj       torch.Size([0, 1408])          0.467040             0.854731             1086.848000          4151.600000         
